route_feature	environment_feature	context_feature	strategy_feature	strategy_id	strategy_part	strategy_partv1	main_diff_feature	coverage	recall_max_coverage	fitst_coverage	label	offline_type
[14.0, 78368.0, 1.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 8.0, 14.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 811.0, 73466.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 97.0, 224.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 492.0, 0.0, 0.0, 0.0, 1663.0, 0.0, 0.0, 910.0, 86.0, 11.0, 0.0, 0.0, 3500.0, 2.0, 3311.0, 1.0, 1.0, 99.53468819329245, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 49.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0000127604731583, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[37.0, 69407.328125, 0.0, 0.0, 0.0, 17.0, 16.0, 11.0, 1.0, 2.0, 2.0, 0.00587, 0.0, 0.0, 0.00587, 4001.0, 3311.0, 3541.0, 97085.0, 78367.0, 84606.66666666667, 2.0, 2.0, 2.0, 42.0, 35.0, 37.333333333333336, 0.9374609210509526, 0.9169902662615234, 0.9306333820237177, 1.0, 30.0, 2.0]	2	2	37	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.011373187140719665, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[97.093]	[98.132]	[97.093]	0	train
[14.0, 78368.0, 4.0, 4.0, 10.0, 7.0, 0.0, 0.0, 0.0, 28.0, 4.0, 3.0, 1.0, 2.0, 0.0, 0.0, 1.0, 0.0, 78131.0, 0.0, 0.0, 0.0, 0.0, 0.0, 436.0, 21709.0, 106.0, 140.0, 454.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 78368.0, 78368.0, 0.0, 0.0, 5781.0, 0.0, 106.0, 106.0, 0.0, 0.0, 14.0, 6336.0, 2.0, 9.0, 49.42383927292763, 0.0012760310330747243, 0.0008677011024908126, 0.0, 0.0, 17.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 17.0, 12.0, 0.0, 0.0]	[1074.0, 0.0, 0.0, 0.0, 11.0, 1761.0, 283.0, 4310.0, 1.0, 0.0, 4.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 436.0, 140.0, 0.0, 0.0, 82.0, 0.0, 0.0]	[0.6457811709856063, 110.0, 80967.0, 28831.0, 52246.0, 0.001356734955659435, 0.9986432650443405, 0.3556002318783379, 0.6443997681216621, 1.104229142637447, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.5, 0.0, 2.0, 28721.0, 1760.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 353.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 0.6457811709856063, 26010.0, 2070.0, 0.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 26.0, 0.6681043282972642]	[41.0, 63811.01171875, 0.0, 0.0, 0.0, 10.0, 35.0, 18.0, 0.0, 2.0, 2.0, 0.00031, 0.00023, 0.0, 0.00055, 7649.0, 5262.0, 6448.785714285715, 101427.0, 78368.0, 86249.57142857143, 14.0, 3.0, 9.642857142857142, 25.0, 0.0, 1.7857142857142858, 0.4447078786188301, 0.0, 0.031764848472773576, 2.0, 0.0, 0.0]	4	4	41	[-2709.0, 0.0, -1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 8.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, -2802.0, 0.0, 0.0, 0.0, 0.0, 0.0, -353.0, -11894.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2709.0, -2709.0, 0.0, 0.0, 651.0, 0.0, 1.0, 1.0, 0.0, 0.0, 7.0, 325.0, 0.0, 6.0, -2.020088902554569, 0.00030164865582840293, 0.0002756713036576047, 0.0, 0.0, 5.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 4.0, 0.0, 0.0]	[80.431]	[99.89]	[70.904]	0	train
[14.0, 7837.0, 0.0, 2.0, 2.0, 3.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7837.0, 0.0, 0.0, 0.0, 444.0, 0.0, 0.0, 6943.0, 236.0, 236.0, 450.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7837.0, 7837.0, 0.0, 0.0, 941.0, 0.0, 0.0, 236.0, 0.0, 0.0, 0.0, 817.0, 0.0, 0.0, 43.00651085576219, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[41.0, 0.0, 9.0, 0.0, 0.0, 677.0, 0.0, 1222.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 8.0, 0.0, 0.0, 0.0, 199.0, 1637.0, 131.0, 8.0, 0.0]	[0.5608790085601124, 28.0, 7799.0, 3466.0, 4361.0, 0.0035773604190622206, 0.9964226395809378, 0.44282611473105915, 0.5571738852689408, 0.9973890339425587, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3438.0, 306.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.5608790085601124, 3447.0, 322.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.5601633278040067]	[16.0, 6278.69091796875, 0.0, 0.0, 0.0, 6.0, 14.0, 23.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1123.0, 776.0, 871.6666666666666, 11918.0, 7827.0, 9116.166666666666, 1.0, 0.0, 0.8333333333333334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 47.0, 0.0]	2	2	16	[10.0, -1.0, -1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 199.0, 0.0, 0.0, 1637.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 10.0, 0.0, 0.0, 208.0, 0.0, 0.0, 1.0, 0.0, 0.0, -1.0, 39.0, 0.0, -1.0, -2.5395978516244995, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[54.354]	[89.147]	[89.147]	0	train
[14.0, 7837.0, 0.0, 3.0, 0.0, 1.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4500.0, 2315.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5027.0, 0.0, 7.0, 495.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5522.0, 0.0, 0.0, 640.0, 0.0, 7.0, 0.0, 0.0, 100.0, 5.0, 623.0, 2.0, 5.0, 62.34828513882281, 0.9991068010718387, 0.3626387648334822, 0.011994385606737271, 0.011994385606737271, 8.0, 2.0, 0.0, 0.0, 63.0, 10.0, 3.0, 3.0, 198.0, 22.0, 3.0, 3.0]	[68.0, 0.0, 0.0, 0.0, 4.0, 463.0, 141.0, 226.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3349.0, 22.0, 0.0, 0.0]	[0.2775416427340609, 2315.0, 6390.0, 8605.0, 100.0, 0.2659391154508903, 0.7340608845491097, 0.9885123492245835, 0.011487650775416428, 1.160302527209002, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18534.5, 10139.5, 0.0, 1.0, 6290.0, 440.0, 4240.0, 5006.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 5.0, 0.2775416427340609, 5421.0, 497.0, 0.0, 754.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 0.30828123006252395]	[17.0, 6418.3662109375, 0.0, 0.0, 0.0, 21.0, 30.0, 16.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 705.0, 555.0, 615.1666666666666, 9532.0, 7837.0, 8739.166666666666, 6.0, 1.0, 3.3333333333333335, 2.0, 1.0, 1.6666666666666667, 0.7530155083285468, 0.26968779123951536, 0.5802236861662161, 1.0, 56.0, 3.0]	1	1	17	[-868.0, -1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3265.0, -4240.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3349.0, 0.0, 1.0, 23.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3372.0, 0.0, 0.0, 444.0, 0.0, 1.0, 0.0, 0.0, -100.0, 2.0, 68.0, 2.0, 3.0, -17.21046410754642, -0.00020393988163636134, -0.07170931098501293, -0.15641457476086756, -0.15641457476086756, 0.0, 0.0, 0.0, 0.0, -7.0, -26.0, -22.0, -22.0, 16.0, -33.0, -28.0, -28.0]	[100.0]	[100.0]	[30.766]	1	train
[14.0, 7837.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 14.0, 3.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 7549.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 110.0, 0.0, 0.0, 411.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7837.0, 7837.0, 0.0, 0.0, 1069.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 1146.0, 1.0, 9.0, 46.69730771665782, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[325.0, 0.0, 732.0, 0.0, 10.0, 781.0, 631.0, 1845.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 110.0, 123.0, 0.0, 0.0]	[0.3984091543399386, 2854.0, 4312.0, 7166.0, 0.0, 0.3982696064750209, 0.601730393524979, 1.0, 0.0, 0.8655158570855078, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4312.0, 650.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 0.3984091543399386, 4982.0, 972.0, 0.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 0.3642975628429246]	[16.0, 6478.36328125, 0.0, 0.0, 0.0, 20.0, 18.0, 7.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1146.0, 820.0, 941.7142857142857, 7837.0, 7105.0, 7280.142857142857, 12.0, 2.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 58.0, 10.0]	3	3	16	[671.0, -1.0, -1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 9.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 414.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 110.0, 0.0, 0.0, 126.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 671.0, 671.0, 0.0, 0.0, 784.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 326.0, -1.0, 7.0, -7.812241966349518, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[46.915]	[78.62]	[52.947]	0	train
[14.0, 7837.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 12.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 7428.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 112.0, 398.0, 131.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7837.0, 7837.0, 0.0, 0.0, 4149.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 958.0, 3.0, 8.0, 62.52472655739547, 0.6959295648845222, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 0.0, 24.0, 0.0, 0.0, 0.0, 145.0, 0.0, 0.0, 0.0]	[128.0, 0.0, 0.0, 0.0, 11.0, 3855.0, 683.0, 508.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 96.0, 0.0, 0.0, 247.0, 0.0, 0.0]	[0.6537245478689768, 3164.0, 4743.0, 5902.0, 2005.0, 0.4001517642595169, 0.5998482357404831, 0.74642721639054, 0.25357278360945995, 1.0262368815592204, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 444.0, 0.0, 0.0, 133.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8014.0, 907.5, 0.0, 2.0, 2738.0, 252.0, 0.0, 0.0, 0.0, 0.0, 0.0, 577.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.6537245478689768, 2668.0, 349.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.6595636085236698]	[12.0, 7817.42919921875, 0.0, 0.0, 1.0, 17.0, 8.0, 11.0, 1.0, 1.0, 1.0, 0.06379, 0.0, 0.0, 0.06379, 981.0, 830.0, 894.7142857142857, 9806.0, 7837.0, 8427.857142857143, 14.0, 0.0, 6.857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 44.0, 0.0]	2	2	12	[-70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 32.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -577.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -70.0, -70.0, 0.0, 0.0, 2259.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 89.0, 2.0, 3.0, -3.7159844347927162, -0.2537352890423781, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -60.0, 0.0, 0.0, 0.0]	[32.395]	[100.0]	[55.196]	0	train
[14.0, 7837.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 1.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7837.0, 0.0, 0.0, 0.0, 400.0, 0.0, 0.0, 490.0, 0.0, 4.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7837.0, 7837.0, 0.0, 0.0, 142.0, 0.0, 4.0, 0.0, 0.0, 0.0, 8.0, 748.0, 4.0, 6.0, 54.73229033233248, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[96.0, 0.0, 589.0, 0.0, 1.0, 6.0, 71.0, 498.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 71.0, 490.0, 0.0, 0.0, 0.0]	[0.4585512552301255, 96.0, 7552.0, 4237.0, 3411.0, 0.012552301255230125, 0.9874476987447699, 0.5540010460251046, 0.4459989539748954, 0.95635103926097, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 4141.0, 364.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 8.0, 0.4585512552301255, 4330.0, 425.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.4474926630088044]	[16.0, 6506.70654296875, 0.0, 0.0, 0.0, 13.0, 58.0, 12.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 748.0, 652.0, 695.3333333333334, 8131.0, 7248.0, 7637.0, 11.0, 7.0, 8.666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0]	1	1	16	[189.0, 0.0, -1.0, 0.0, -2.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 307.0, 0.0, 0.0, 0.0, 58.0, 0.0, 0.0, 490.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 189.0, 189.0, 0.0, 0.0, -63.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 96.0, 1.0, -1.0, -5.14889948023918, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[52.554]	[100.0]	[81.902]	0	train
[14.0, 7837.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 1.0, 15.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7819.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7819.0, 7819.0, 0.0, 0.0, 20.0, 0.0, 20.0, 0.0, 0.0, 0.0, 15.0, 1073.0, 3.0, 15.0, 48.631600924542965, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[158.0, 0.0, 729.0, 0.0, 2.0, 0.0, 501.0, 562.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.4385816800337695, 290.0, 6817.0, 4281.0, 2826.0, 0.04080484029829745, 0.9591951597017025, 0.6023638666103841, 0.3976361333896159, 0.8455508474576271, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3991.0, 552.0, 0.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 0.4385816800337695, 4720.0, 705.0, 0.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 0.3977287227255327]	[16.0, 5474.15869140625, 0.0, 0.0, 0.0, 10.0, 25.0, 11.0, 0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1073.0, 915.0, 989.1, 8806.0, 7107.0, 7516.3, 16.0, 13.0, 15.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 28.0, 0.0]	1	1	16	[730.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 730.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 730.0, 730.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 138.0, -1.0, 0.0, -0.46467834583292245, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[51.177]	[100.0]	[68.567]	0	train
[14.0, 7837.0, 1.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 17.0, 4.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 7420.0, 0.0, 0.0, 0.0, 0.0, 111.0, 0.0, 111.0, 0.0, 5.0, 252.0, 0.0, 0.0, 0.0, 0.0, 99.0, 94.0, 0.0, 0.0, 0.0, 7837.0, 7837.0, 0.0, 0.0, 749.0, 0.0, 5.0, 111.0, 0.0, 0.0, 15.0, 1235.0, 11.0, 2.0, 42.605596582862084, 0.4380502743396708, 0.0, 0.0, 0.0, 18.0, 0.0, 0.0, 0.0, 12.0, 0.0, 0.0, 0.0, 105.0, 0.0, 0.0, 0.0]	[113.0, 0.0, 143.0, 0.0, 9.0, 0.0, 577.0, 1190.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 111.0, 0.0, 0.0, 0.0, 0.0, 0.0, 111.0, 54.0, 111.0, 0.0]	[0.10610238580505935, 494.0, 7847.0, 7949.0, 392.0, 0.05922551252847381, 0.9407744874715261, 0.9530032370219398, 0.046996762978060186, 1.0723532796317607, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 431.0, 42.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3124.0, 2805.0, 0.0, 2.0, 7456.0, 843.0, 0.0, 0.0, 6.0, 0.0, 0.0, 431.0, 42.0, 0.0, 0.0, 1.0, 2.0, 1.0, 2.0, 0.0, 0.0, 0.0, 19.0, 0.10610238580505935, 6952.0, 958.0, 0.0, 0.0, 12.0, 111.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.11292586448896261]	[14.0, 5723.3203125, 0.0, 0.0, 0.0, 17.0, 12.0, 14.0, 1.0, 2.0, 1.0, 0.05346, 0.02028, 0.0102, 0.08394, 1734.0, 1122.0, 1363.090909090909, 13506.0, 7694.0, 9543.727272727272, 20.0, 6.0, 11.181818181818182, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 52.0, 2.0]	3	3	14	[-504.0, -2.0, 0.0, 0.0, -2.0, 0.0, 0.0, 0.0, 8.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -341.0, 0.0, 0.0, 0.0, 0.0, 111.0, 0.0, -4475.0, 0.0, 1.0, 55.0, 0.0, 0.0, 0.0, -431.0, -42.0, 0.0, 0.0, 0.0, 0.0, -504.0, -504.0, 0.0, 0.0, -1122.0, 0.0, 1.0, 111.0, 0.0, 0.0, 6.0, 112.0, 5.0, 0.0, 3.5599869156773565, 0.016398194253350207, 0.0, 0.0, 0.0, -4.0, 0.0, 0.0, 0.0, -24.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 0.0]	[93.597]	[93.597]	[9.48]	1	train
